Julian date,Fluxes [/day],Radial velocity [km/s],Tangential velocity [km/s],Radial distance [au],Detection time [hours]
2459029.4166666665,17,7.8931315429887094,44.78670476069982,0.5418128759889284,1.4964259935676807
2459030.4166666665,17,8.301734036020516,44.42685332406358,0.5464907542645264,1.4977975553540628
2459031.4166666665,18,8.684953745342037,44.05504069047546,0.5513972934903113,1.4914258695869462
2459032.4166666665,7,9.04281445895552,43.673108154596214,0.5565178322094476,1.4980927015612588
2459033.4166666665,20,9.37550745740631,43.28281598317172,0.5618377720918505,1.4980927015612588
2459034.4166666665,10,9.683370221711607,42.88583179150136,0.5673426684838062,1.4980927015612588
2459035.4166666665,8,9.966866006861443,42.483722171643635,0.5730183089134487,0.8908554225676181
2459036.4166666665,15,10.22656497761531,42.077947363885265,0.5788507802464289,0.94030109304377
2459037.4166666665,17,10.463124926853668,41.66985793072466,0.5848265247802096,1.4983704862268552
2459038.4166666665,18,10.677274867557765,41.26069424520518,0.5909323861843561,1.4908703002557535
2459039.4166666665,13,10.869798375015254,40.85158719878359,0.5971556455650834,1.4978149168956625
2459040.4166666665,16,11.04151960802325,40.44356084996284,0.6034840489748357,1.4978149168956625
2459041.4166666665,10,11.19329044476387,40.03753600287931,0.6099058270569339,1.4969815628988734
2459042.4166666665,13,11.325979011768059,39.63433506855381,0.616409707616485,1.4980927015612588
2459043.4166666665,16,11.440460499021649,39.23468628239299,0.622984922458629,1.4964259935676807
2459044.4166666665,7,11.537606619131648,38.839232939027724,0.6296212077056892,1.4978149168956625
2459045.4166666665,10,11.618298486830763,38.44850935976658,0.6363088113647619,1.4911480849213499
2459046.4166666665,10,11.683354457837511,38.06304282233131,0.6430384586836476,1.2530866265052703
2459047.4166666665,3,11.733618413518215,37.683229417011816,0.6498013675621934,1.495037070239699
2459048.4166666665,8,11.769899264242285,37.30941671629931,0.6565892302300465,1.497780193812463
2459049.4166666665,4,11.792977244982847,36.941897636206264,0.6633941972503314,1.4978149168956625
2459050.4166666665,12,11.803605068466942,36.58091164771938,0.6702088621267563,1.4908703002557535
2459051.4166666665,19,11.802505464279182,36.226651095374386,0.6770262444587737,1.4930925775805244
2459052.4166666665,11,11.790370369052576,35.87926563553389,0.6838397723976603,1.48198119095667
2459053.4166666665,10,11.767860490538007,35.53886698231613,0.690643264718876,1.4930925775805244
2459054.4166666665,10,11.735605140750772,35.20553305421895,0.6974309127245576,1.4930925775805244
2459055.4166666665,7,11.694202529782494,34.87931185927923,0.7041972621454018,1.4930925775805244
2459056.4166666665,7,11.644220377112646,34.560224967626446,0.7109371954551245,1.492814792914928
2459080.4166666665,7,8.900533794080015,28.864460335901377,0.8558570067080513,0.8836330212621127
2459081.4166666665,6,8.750507196344453,28.697559171091633,0.8609542411884178,1.4930925775805244
2459082.4166666665,4,8.599081377684165,28.535336468395442,0.8659644189712898,1.4930925775805244
2459083.4166666665,8,8.44635731070722,28.37769220142913,0.8708867614297231,1.4930925775805244
2459084.4166666665,7,8.292429477318061,28.22452881684716,0.8757205463540231,1.4930925775805244
2459085.4166666665,10,8.137385656649071,28.075751280566088,0.8804651041450327,1.4914258695869462
2459086.4166666665,6,7.9813080765135584,27.93126734587158,0.8851198143051029,1.4930925775805244
2459087.4166666665,6,7.824273495438803,27.790987098535275,0.8896841021988728,1.4872590996030008
2459088.4166666665,8,7.666353474917787,27.654823293498676,0.894157436015073,1.4930925775805244
2459089.4166666665,5,7.507614759613283,27.522691277942766,0.8985393238685472,1.4933703622461207
2459090.4166666665,5,7.3481195972382825,27.394508969836753,0.9028293111079303,1.4930925775805244
2459091.4166666665,5,7.187926106771256,27.270196874989647,0.9070269778285494,1.4930925775805244
2459092.4166666665,8,7.027089271720911,27.149677925295155,0.9111319367135475,1.4942037162429098
2459093.4166666665,9,6.865658675634558,27.032877536667375,0.9151438307893609,1.4944815009085062
2459094.4166666665,6,6.70368102504307,26.919723854733277,0.9190623307675535,1.4886480229309826
2459095.4166666665,4,6.541199899870311,26.810147199569055,0.9228871334087748,1.4944815009085062
2459096.4166666665,4,6.378255893136435,26.704080353515444,0.9266179597956483,1.4944815009085062
2459097.4166666665,8,6.214886770113124,26.60145843639147,0.9302545536299096,1.4944815009085062
2459098.4166666665,4,6.05112751734367,26.50221914448652,0.933796679616213,1.489759161593368
2459106.4166666665,9,4.730465142762679,25.82329106972996,0.9587104484349183,1.4442024764355652
2459107.4166666665,6,4.56440978879703,25.75203741669511,0.9613945759041527,1.493648146911717
2459108.4166666665,12,4.398200991827571,25.68365821357564,0.9639827533563062,1.4875368842685972
2459109.4166666665,9,4.231853502113548,25.618113300808943,0.9664748964631578,1.493648146911717
2459110.4166666665,3,4.065380946815876,25.555364460668095,0.9688709291100177,1.4753143589823574
2459111.4166666665,9,3.8987958553757904,25.495375253361622,0.9711707827374435,1.4933703622461207
2459112.4166666665,2,3.7321096002634313,25.438111131927844,0.9733743956838525,1.492814792914928
2459113.4166666665,5,3.5653328309349286,25.383538821316364,0.9754817126446634,1.2530866265052703
2459114.4166666665,2,3.398474814899648,25.33162719158158,0.9774926840040149,1.4930925775805244
2459115.4166666665,4,3.231544656583944,25.28234639648273,0.9794072656093827,1.4869813149374045
2459116.4166666665,13,3.0645501031951374,25.235668401540646,0.9812254180400317,1.4930925775805244
2459117.4166666665,1,2.8974983041238405,25.191566697435984,0.9829471061396542,1.4925370082493317
2459118.4166666665,3,2.730395763478811,25.150016320520752,0.9845722989710952,1.493648146911717
2459119.4166666665,8,2.5632482818228715,25.11099369878258,0.9861009663648246,1.4930925775805244
2459120.4166666665,7,2.396061238917565,25.074477114697522,0.9875330884384084,1.4911480849213499
2459121.4166666665,3,2.2288392570587736,25.04044592501176,0.9888686418148473,1.4930925775805244
2459122.4166666665,3,2.0615866879838074,25.008881248312445,0.9901076073450505,1.4872590996030008
2459123.4166666665,6,1.8943072717070957,24.97976545043754,0.9912499685262962,1.4933703622461207
2459124.4166666665,7,1.727004373940571,24.953082370696986,0.9922957108218624,1.3842009886667517
2459125.4166666665,12,1.5596810058451192,24.92881723446968,0.9932448215627445,1.4939259315773135
2459126.4166666665,6,1.3923397299247222,24.906956903020372,0.9940972896808943,1.4922592235837353
2459127.4166666665,5,1.2249831030401122,24.88748896881009,0.9948531055873903,1.4908703002557535
2459128.4166666665,3,1.0576129068471354,24.870403124370764,0.9955122608816114,1.4939259315773135
2459129.4166666665,7,0.8902314227122057,24.855689818130678,0.9960747485057897,1.4872590996030008
2459130.4166666665,6,0.722840140424002,24.843341212081107,0.9965405623333965,1.4933703622461207
2459131.4166666665,5,0.5554405371954982,24.833350707394686,0.996909697133246,1.4930925775805244
2459132.4166666665,3,0.388033985448696,24.825713002399638,0.9971821485033008,1.4933703622461207
2459133.4166666665,7,0.22062177606450403,24.82042413789583,0.9973579128052477,1.4933703622461207
2459134.4166666665,6,0.05320505954393159,24.81748142539911,0.997436987110693,1.4867035302718081
2459135.4166666665,5,-0.1142151235378985,24.81688346038792,0.9974193690842138,1.4878146689341936
2459136.4166666665,2,-0.28163740621603905,24.81863032628961,0.9973050571772832,1.4767032823103392
2459137.4166666665,8,-0.44906072511040623,24.822723242359196,0.9970940504581736,1.48809245359979
2459138.4166666665,5,-0.6164838931041028,24.82916479025911,0.9967863486644224,1.4883702382653863
2459139.4166666665,9,-0.7839056108272203,24.83795885223792,0.9963819522549093,1.4883702382653863
2459140.4166666665,6,-0.9513246056154276,24.84911089531287,0.9958808624298412,1.4883702382653863
2459141.4166666665,6,-1.118739111734841,24.862627024767207,0.9952830812644317,1.485870176275019
2459142.4166666665,6,-1.2861477345779992,24.878515484416777,0.9945886116864164,1.4878146689341936
2459143.4166666665,8,-1.4535481720467136,24.896785194944833,0.9937974578534856,1.4767032823103392
2459144.4166666665,6,-1.620938432161276,24.917446856418838,0.9929096250119731,1.48809245359979
2459145.4166666665,3,-1.7883161141155623,24.94051243116527,0.9919251197125338,1.4878146689341936
2459146.4166666665,6,-1.955678461533136,24.96599521346339,0.9908439500016284,1.4878146689341936
2459147.4166666665,6,-2.1230225139350956,24.99391004065605,0.9896661255747243,1.4878146689341936
2459148.4583333335,4,-2.297315805712651,25.0255912881856,0.9883364581327466,1.4853146069438263
2459149.4583333335,10,-2.4646110678763455,25.05852284622919,0.9869613352990586,1.4867035302718081
2459150.4583333335,10,-2.6318758993730347,25.093939675397188,0.9854895999650902,1.4753143589823574
2459151.4583333335,9,-2.799105524446197,25.131862371687518,0.9839212710255847,1.4867035302718081
2459152.4583333335,4,-2.9662945641333267,25.172312932053863,0.9822563703486583,1.4867035302718081
2459153.4583333335,9,-3.1334368111246858,25.215314857076162,0.9804949230960169,1.4869813149374045
2459154.4583333335,5,-3.300526225752848,25.260893170977184,0.9786369581586462,1.485870176275019
2459155.4583333335,10,-3.4675530241125383,25.309074512370756,0.976682508263378,1.4905925155901572
2459156.4583333335,6,-3.634560499116484,25.359885991211012,0.9746316093457618,1.4911480849213499
2459157.4583333335,7,-3.8014438919105737,25.413360102164084,0.9724842798414547,1.4839256836158445
2459158.4583333335,5,-3.968237078352473,25.469526942437156,0.9702405920760063,1.4917036542525426
2459159.4583333335,10,-4.1349324279308135,25.528419316116807,0.9679006011697255,1.4911480849213499
2459160.4583333335,11,-4.301517873606288,25.59007188228284,0.9654643666839151,1.4914258695869462
2459161.4583333335,6,-4.46798038312242,25.65452143964936,0.9629319559137715,1.4908703002557535
2459162.4583333335,12,-4.6343058752227915,25.721806390057537,0.9603034438643222,1.4917036542525426
2459163.4583333335,6,-4.800479354875214,25.791966758871794,0.9575789138858289,1.492814792914928
2459164.4583333335,8,-4.966483865254476,25.865044954303084,0.9547584587055984,1.4844812529470373
2459165.4583333335,10,-5.1323016841927,25.941084791285594,0.9518421809089379,1.4911480849213499
2459166.4583333335,5,-5.297913215679319,26.020132199960713,0.948830193909342,1.492814792914928
2459167.4583333335,7,-5.463297872759651,26.102234707669087,0.9457226225827127,1.492814792914928
2459168.4583333335,8,-5.6284319760048716,26.187442976310123,0.9425196049521413,1.4775366363071283
2459169.4583333335,11,-5.7932912674644355,26.275808697242514,0.9392212925299774,1.499464263347641
2459170.4583333335,11,-5.957849427914375,26.367385870767237,0.9358278514667814,1.498926055558048
2459171.4583333335,7,-6.122077246995347,26.46223104542189,0.9323394641283226,1.4914085080453465
2459172.4583333335,12,-6.28594396172447,26.560402637682603,0.9287563300212172,1.4983704862268552
2459173.4583333335,6,-6.449416220527156,26.661961422511997,0.9250786672089769,1.4905925155901572
2459174.4583333335,5,-6.612458100037078,26.766970498043747,0.921306713757273,1.4980927015612588
2459175.4583333335,13,-6.775030958360121,26.875495304680708,0.9174407292534403,1.4986482708924516
2459176.4583333335,12,-6.937093237507902,26.987603690912596,0.9134809964361842,1.4875021611853976
2459179.4583333335,9,-7.419754681893716,27.346145428594596,0.901042519647693,1.4905925155901572
2459180.4583333335,12,-7.579295088049372,27.473315962150522,0.896711146027124,1.4911480849213499
2459181.4583333335,11,-7.738066057115624,27.604446699990447,0.892287849348163,1.4908703002557535
2459182.4583333335,8,-7.896003945309211,27.739620694813848,0.8877730921632672,1.4905925155901572
2459183.4583333335,6,-8.053040485505377,27.878923639696392,0.8831673750983473,1.4908703002557535
2459184.4583333335,14,-8.209102396147307,28.022443930256397,0.8784712396739219,1.4925370082493317
2459185.4583333335,8,-8.364111531071298,28.17027256856935,0.8736852710268175,1.4833701142846518
2459186.4583333335,11,-8.517983723656549,28.322503151980257,0.8688101012590289,1.4925370082493317
2459187.4583333335,14,-8.67062905261446,28.47923208546284,0.8638464126726257,1.4925370082493317
2459188.4583333335,8,-8.821951216733295,28.640558345422956,0.8587949413330913,1.4925370082493317
2459189.4583333335,11,-8.971847136984964,28.80658350628748,0.8536564808625174,1.4925370082493317
2459190.4583333335,13,-9.12020651892137,28.977411659100703,0.8484318864774871,1.4894813769277717
2459191.4583333335,7,-9.266911389952835,29.15314975360834,0.8431220792874797,1.48809245359979
2459192.4583333335,16,-9.411835581725903,29.333906037705994,0.8377280508847804,1.482814544953459
2459193.4583333335,10,-9.554844281569169,29.519792020742052,0.8322508681960802,1.4878146689341936
2459194.4583333335,12,-9.695793453266319,29.71092100319237,0.8266916786484164,1.4911480849213499
2459195.4583333335,7,-9.834529316544485,29.907408174485,0.821051715644585,1.4878146689341936
2459196.4583333335,17,-9.970887809836192,30.109370380853715,0.8153323043470024,1.4875368842685972
2459197.4583333335,12,-10.104694095548757,30.31692627508322,0.8095348677512629,1.489759161593368
2459198.4583333335,15,-10.235762022740422,30.53019447791005,0.8036609330995861,1.4908529387141538
2459199.4583333335,14,-10.363893906963975,30.74929530094316,0.7977121384390083,1.482814544953459
2459200.4583333335,14,-10.488880308624132,30.974349007127067,0.7916902394033936,1.4908529387141538
2459201.4583333335,6,-10.610500239975895,31.20547510597152,0.7855971158997456,1.4903147309245608
2459202.4583333335,7,-10.728522447404773,31.442793052885158,0.779434778691568,1.4917036542525426
2459203.4583333335,20,-10.842706891506104,31.686415908625566,0.7732053741206129,1.492814792914928
2459204.4583333335,6,-10.952813906436255,31.936468720134897,0.7669111900705039,1.491981438918139
2459205.4583333335,12,-11.058603567222113,32.19301221797042,0.7605546440552039,1.4930925775805244
2459206.4583333335,9,-11.159918476955669,32.456314828091884,0.7541383065906789,1.484203468281441
2459207.4583333335,13,-11.256569843983119,32.72581047194738,0.7476647208945562,1.4930925775805244
2459208.4583333335,15,-11.349363330612082,33.00391823242056,0.7411367754767659,1.4930925775805244
2459209.4583333335,8,-11.438662389842968,33.28151570379575,0.7345552911144502,1.492814792914928
2459210.4583333335,12,-11.55100224679487,33.58975386775533,0.727922549168235,1.4991691171404449
2459211.4583333335,14,-11.57358623411082,33.213943504659355,0.7211457092918484,1.3019767276502294
2459212.4583333335,15,-11.632526916517653,33.494190619142515,0.7144444846530276,1.4847590376126336
2459213.4583333335,14,-11.718178878486935,33.80808293611055,0.7077025341063777,1.4930925775805244
2459214.4583333335,20,-11.80129597800192,34.12109105359693,0.7009101780795349,1.4930925775805244
2459215.4583333335,17,-11.878128028899985,34.444362000263816,0.694071909223936,1.4886480229309826
2459216.4583333335,23,-11.947353346611044,34.77529089516203,0.6871913129579275,1.4914258695869462
2459217.4583333335,20,-12.007977780462753,35.11459644122168,0.6802732602762549,1.4911480849213499
2459218.4583333335,7,-12.059361905452807,35.462422664579954,0.6733227682953332,1.2661425057882991
2459219.4583333335,15,-12.100678514334204,35.818725551706976,0.6663454698035428,1.4844638914054376
2459220.4583333335,17,-12.131157519081201,36.18347478605581,0.659347401295651,1.482814544953459
2459221.4583333335,26,-12.15000822975196,36.556632029508606,0.6523350487541245,1.4911480849213499
2459222.4583333335,18,-12.156405789957544,36.938110039921646,0.6453153646241415,1.4911480849213499
2459223.4583333335,16,-12.149488590847337,37.32777748050794,0.6382957881566178,1.4925370082493317
2459224.4583333335,26,-12.128356536904178,37.72544995584606,0.6312842673352872,1.4925370082493317
2459225.4583333335,23,-12.092070863816716,38.1308845940121,0.6242892811688536,1.4903147309245608
2459226.4583333335,15,-12.03965538892474,38.54377262902531,0.6173198616754317,1.4922592235837353
2459227.4583333335,11,-11.970097961825156,38.963731851305894,0.6103856153634265,1.2508643491804994
2459228.4583333335,19,-11.882355289902653,39.39029842634556,0.603496742341872,1.4925370082493317
2459229.4583333335,16,-11.775357092315154,39.822918461282875,0.5966640533852875,1.492519646707732
2459230.4583333335,18,-11.648012737482285,40.26093921916399,0.5898989836410938,1.492814792914928
2459231.4583333335,18,-11.49921947139677,40.70360022257745,0.5832136020825577,1.2941987570135314
2459238.4583333335,1,-9.767581491639515,43.84182359516822,0.5397926396589847,0.130003223499117
2459239.4583333335,16,-9.410384584203731,44.27868813170281,0.5342531278643554,1.4900195847173647
2459240.4583333335,14,-9.023663423656176,44.70731063696464,0.5289284210250406,1.492814792914928
2459241.4583333335,12,-8.607115348376047,45.12554323275836,0.5238356679835858,1.4844638914054376
2459242.4583333335,14,-8.160654525068146,45.53111713466069,0.5189921311419942,1.492814792914928
2459243.4583333335,16,-7.684440607521635,45.92166141328071,0.5144150529508398,1.4922418620421356
2459244.4583333335,17,-7.178905376842123,46.294726976388915,0.5101215062575037,1.492814792914928
2459246.4583333335,21,-6.083100957063075,46.97841651593849,0.5024514518664207,1.4886480229309826
2459247.4583333335,14,-5.495251946933371,47.28404182457729,0.4991067011833769,1.4905925155901572
2459248.4583333335,14,-4.882942917370224,47.56227355677857,0.49610861580174864,1.4825367602878627
2459249.4583333335,15,-4.2482242099493535,47.81080837793527,0.49347074648281886,1.4905925155901572
2459250.4583333335,19,-3.593472937757194,48.02750436735821,0.49120536479859955,1.4992038402236443
2459251.4583333335,16,-2.9213734300206693,48.21042922700118,0.4893232795193106,1.482519398746263
2459252.4583333335,22,-2.234887760105535,48.35790694496191,0.4878336672108249,1.4914258695869462
