Julian date,Fluxes [/day],Radial velocity [km/s],Tangential velocity [km/s],Radial distance [au],Detection time [hours]
2459554.458,1,2.922561531,20.67462554,1.00726728,1.488092454
2459555.458,1,2.662068684,20.64657875,1.008879952,1.490592516
2459556.458,3,2.402060144,20.62160099,1.01034232,1.481425622
2459557.458,6,2.142475216,20.59967436,1.011654645,1.490575154
2459558.458,6,1.883266018,20.58078925,1.012817158,1.490592516
2459559.458,8,1.624384802,20.56493254,1.013830063,1.490575154
2459560.458,8,1.365786173,20.55209265,1.014693534,1.490314731
2459561.458,1,1.107425768,20.54225926,1.015407723,0.426955031
2459562.458,2,0.849260134,20.53542404,1.015972755,1.07586001
2459563.458,6,0.591246448,20.53158096,1.01638873,1.481425622
2459564.458,4,0.333342368,20.53072643,1.016655723,1.487814669
